temperature,pressure,vibration,humidity,failure,temp_pressure,vibration_temp
79.96714153011233,93.64360476965943,3.643010539025557,38.56576783541071,0,7488.411396005258,291.3211393699475
73.61735698828815,93.19878837424218,4.389001073892694,39.6734409625969,0,6861.048474622507,323.10665887873853
81.47688538100692,73.06535241054978,3.805237877909714,40.64294878587582,0,5953.137343677242,310.0389304259158
90.23029856408026,95.04864712447844,5.220836093892239,49.4686146164618,0,8576.267808153598,471.07759950602326
72.65846625276664,110.99243622732618,7.3943570629238256,32.527826915132565,0,8064.540181935533,537.2626431173575
72.6586304305082,80.88651821384808,3.457915685717591,31.5365300848734,0,5877.103633710557,251.2474178684118
90.79212815507393,115.72723976575888,7.001640995536828,52.36619742142975,0,10507.122383845748,635.6938865625991
82.67434729152909,107.31662231626508,3.436655855306225,35.37355258118702,0,8872.33170352876,284.12327970305375
70.30525614065049,88.98650017043443,3.304745575006232,27.369646464229337,0,6256.21868754243,232.3409841304944
80.42560043585965,97.87705543993228,6.637189236686426,35.1487005790013,0,7871.820952650476,533.7999295669308
70.36582307187538,123.9748271146155,6.843872756015234,36.69947264755999,0,8723.590750113373,481.5747394761961
70.34270246429743,111.003217202588,6.702819873525309,55.54962727725765,0,7808.26628026143,471.49446403517055
77.41962271566034,100.13175482347222,2.3684051835637177,49.248262123767375,0,7752.162680290222,183.3610357493173
55.86719755342202,96.43475024558524,4.0680980438558985,51.47520616632242,0,5387.539242985023,227.27323708278715
57.75082167486967,101.14913605677488,6.645977184006643,48.19973642346786,0,5841.445718981936,383.8106432088201
69.37712470759027,92.32354663086544,5.083083681127789,49.46243671615314,0,6405.142208056577,352.64973044471964
64.87168879665576,68.42875741421477,2.852614307605072,33.11917873419682,0,4439.089055716791,185.05390761984387
78.14247332595274,130.63266865802098,5.916635878250883,38.01397844646516,1,10207.959826107426,462.34056129559457
65.91975924478788,102.32987498799102,3.570385482017059,30.10084686976451,0,6745.560722757609,235.35895138565047
60.87696298664709,105.97220897683806,8.589049696784425,37.89511969462966,1,6451.2662434962,522.8752604816178
89.65648768921554,99.13138375184636,8.089682924836517,46.84104990934741,1,8887.771686962315,725.2925575602623
72.74223699513465,88.97324798913118,6.208194852711134,41.34583284812247,0,6472.113091452267,451.5979812878884
75.67528204687923,97.21113278576844,7.722013409539548,53.11480818960296,0,7356.479891659656,584.3655427366888
60.75251813786544,76.00907856708534,5.129582700246762,28.585842077727808,0,4617.742924289291,311.6350660364222
69.55617275474818,134.15629747079956,6.530874988750032,45.0023835069824,1,9331.39860301632,454.2626689571613
76.10922589709867,81.48232002366406,7.95544059060415,27.516971981306817,0,6201.556301300734,605.4824250212392
63.490064225776976,84.5205057422923,5.490997363588625,40.94176469173642,0,5366.21233797329,348.6237752778139
78.75698018345672,93.396111934204,4.489625656971433,47.40333422556479,0,7355.59573681401,353.589358897238
68.99361310081196,119.32113587278566,1.5907560836457684,37.85497433175781,0,8232.396283156388,109.75200977281901
72.08306250206724,100.2176349889398,4.833732948557012,45.51126604086956,0,7223.994046717108,348.43027424913686
68.98293387770603,81.45796305954306,6.646846369124623,30.40267665167066,0,5619.20927954908,458.51896357659433
93.52278184508938,118.81507541136008,6.891266855135259,23.36310021803617,0,11111.916377604473,644.4904467291101
74.86502775262066,110.96500940178224,6.00873013143682,45.57029622487803,0,8307.39850843424,449.8437480480256
64.422890710441,108.0765243582468,3.91740181007552,57.44010234075733,0,6962.602117095647,252.37034867937896
83.22544912103189,110.7360136175626,1.046356862104819,30.03955059830108,0,9216.05446719435,87.08351978954718
62.791563500289776,135.91542850873677,4.00956980399053,52.22194180106796,1,8534.34225987544,251.7671569561158
77.08863595004756,132.77642342554168,4.391310257892097,40.43423408816411,1,10235.55336820095,338.52011781435334
55.40329876120224,89.69926985495057,4.374142065619972,26.64308478306924,0,4969.635446435528,242.34189968548557
61.71813951101569,124.35827489216727,6.237112713955849,28.684946986478373,0,7675.16135914402,384.9429926258568
76.96861235869123,105.7475228463835,8.97135282202968,40.1578477336065,1,8139.240093855136,690.512577691853
82.3846657999541,107.48643724206624,5.247058403682186,35.95537712075896,0,8855.234210215369,432.2771530201976
76.7136828118997,74.61593752535006,4.5665364216870765,26.87087023241761,0,5724.063364032229,350.31582660228986
73.8435171761176,97.44421351917704,4.481556373991815,23.05960718774595,0,7195.6234547166205,330.9338850786039
71.98896304410711,87.80764614495152,5.2487695338154285,31.53280672073494,0,6321.181393318949,377.8534759968742
60.214780096325725,112.42088222339964,3.3434124793032023,41.93809008331118,0,6769.3987013169435,201.3228472125535
67.80155791605291,116.06620750604208,5.24039711749211,39.93599247396862,0,7869.469690317527,355.30708866475806
70.39361229040213,68.88270473475532,5.9016246726636,34.98762042499922,0,4848.9024106126135,415.43667909095285
85.57122226218915,99.66947703993594,5.419372127148976,42.01887194291483,0,8528.838972540518,463.74229681377784
78.43618289568461,116.82792257191376,5.915083868009562,50.40026719862688,0,9163.536302173508,463.95660011451156
57.36959844637266,97.19981556529832,5.867495218697071,43.94126510434148,0,5576.314388042648,336.61584458266253
78.24083969394795,110.93595467503546,1.4562066355071126,38.7869132861042,0,8679.722246024525,113.93482992997528
71.14917719583684,105.26748201440626,6.273740316790806,49.28072006660689,0,7489.694730802558,446.3714614800146
68.23077999694041,105.1249034792894,3.6579703086750928,30.40149697783705,0,7172.7541614949905,249.58616736655046
81.11676288840867,95.93027532897554,2.808321673992084,37.750804604446486,0,7781.553397680269,227.80196334359482
85.30999522495951,81.75128793796435,2.791096344290008,37.98912064399632,0,6974.201983622029,238.10841580378252
84.31280119116198,83.17704778862459,5.867083220945059,27.630467415571545,0,7012.889893870084,494.67022117954303
