temperature,pressure,vibration,humidity,failure
79.96714153011233,93.64360476965943,3.643010539025557,38.56576783541071,0
73.61735698828815,93.19878837424218,4.389001073892694,39.6734409625969,0
81.47688538100692,73.06535241054978,3.805237877909714,40.64294878587582,0
90.23029856408026,95.04864712447844,5.220836093892239,49.4686146164618,0
72.65846625276664,110.99243622732618,7.3943570629238256,32.527826915132565,0
72.6586304305082,80.88651821384808,3.457915685717591,31.5365300848734,0
90.79212815507393,115.72723976575888,7.001640995536828,52.36619742142975,0
82.67434729152909,107.31662231626508,3.436655855306225,35.37355258118702,0
70.30525614065049,88.98650017043443,3.304745575006232,27.369646464229337,0
80.42560043585965,97.87705543993228,6.637189236686426,35.1487005790013,0
70.36582307187538,123.9748271146155,6.843872756015234,36.69947264755999,0
70.34270246429743,111.003217202588,6.702819873525309,55.54962727725765,0
77.41962271566034,100.13175482347222,2.3684051835637177,49.248262123767375,0
55.86719755342202,96.43475024558524,4.0680980438558985,51.47520616632242,0
57.75082167486967,101.14913605677488,6.645977184006643,48.19973642346786,0
69.37712470759027,92.32354663086544,5.083083681127789,49.46243671615314,0
64.87168879665576,68.42875741421477,2.852614307605072,33.11917873419682,0
78.14247332595274,130.63266865802098,5.916635878250883,38.01397844646516,1
65.91975924478788,102.32987498799102,3.570385482017059,30.10084686976451,0
60.87696298664709,105.97220897683806,8.589049696784425,37.89511969462966,1
89.65648768921554,99.13138375184636,8.089682924836517,46.84104990934741,1
72.74223699513465,88.97324798913118,6.208194852711134,41.34583284812247,0
75.67528204687923,97.21113278576844,7.722013409539548,53.11480818960296,0
60.75251813786544,76.00907856708534,5.129582700246762,28.585842077727808,0
69.55617275474818,134.15629747079956,6.530874988750032,45.0023835069824,1
76.10922589709867,81.48232002366406,7.95544059060415,27.516971981306817,0
63.490064225776976,84.5205057422923,5.490997363588625,40.94176469173642,0
78.75698018345672,93.396111934204,4.489625656971433,47.40333422556479,0
68.99361310081196,119.32113587278566,1.5907560836457684,37.85497433175781,0
72.08306250206724,100.2176349889398,4.833732948557012,45.51126604086956,0
68.98293387770603,81.45796305954306,6.646846369124623,30.40267665167066,0
93.52278184508938,118.81507541136008,6.891266855135259,23.36310021803617,0
74.86502775262066,110.96500940178224,6.00873013143682,45.57029622487803,0
64.422890710441,108.0765243582468,3.91740181007552,57.44010234075733,0
83.22544912103189,110.7360136175626,1.046356862104819,30.03955059830108,0
62.791563500289776,135.91542850873677,4.00956980399053,52.22194180106796,1
77.08863595004756,132.77642342554168,4.391310257892097,40.43423408816411,1
55.40329876120224,89.69926985495057,4.374142065619972,26.64308478306924,0
61.71813951101569,124.35827489216727,6.237112713955849,28.684946986478373,0
76.96861235869123,105.7475228463835,8.97135282202968,40.1578477336065,1
82.3846657999541,107.48643724206624,5.247058403682186,35.95537712075896,0
76.7136828118997,74.61593752535006,4.5665364216870765,26.87087023241761,0
73.8435171761176,97.44421351917704,4.481556373991815,23.05960718774595,0
71.98896304410711,87.80764614495152,5.2487695338154285,31.53280672073494,0
60.214780096325725,112.42088222339964,3.3434124793032023,41.93809008331118,0
67.80155791605291,116.06620750604208,5.24039711749211,39.93599247396862,0
70.39361229040213,68.88270473475532,5.9016246726636,34.98762042499922,0
85.57122226218915,99.66947703993594,5.419372127148976,42.01887194291483,0
78.43618289568461,116.82792257191376,5.915083868009562,50.40026719862688,0
57.36959844637266,97.19981556529832,5.867495218697071,43.94126510434148,0
78.24083969394795,110.93595467503546,1.4562066355071126,38.7869132861042,0
71.14917719583684,105.26748201440626,6.273740316790806,49.28072006660689,0
68.23077999694041,105.1249034792894,3.6579703086750928,30.40149697783705,0
81.11676288840867,95.93027532897554,2.808321673992084,37.750804604446486,0
85.30999522495951,81.75128793796435,2.791096344290008,37.98912064399632,0
84.31280119116198,83.17704778862459,5.867083220945059,27.630467415571545,0
66.60782476777362,110.64028771682976,4.554850145550294,35.80125837715642,0
71.90787624148786,100.29187383278324,1.6360624320291786,19.25040319104697,0
78.31263431403563,97.92231633089165,5.956075630384567,59.12178047662954,0
84.75545127122359,93.64164936516472,2.1207837384023454,30.62586211563687,0
70.2082576215471,95.42216731778872,5.279642717036422,55.86114131421312,0
73.14341023336183,115.7036769173221,5.476997851346108,40.380845057194925,0
63.93665025993972,94.9713387719796,6.77115416339009,45.64864132155959,0
63.037933759193294,79.88402930047647,8.563369572933702,35.112002016490685,1
83.12525822394198,111.1547766331026,2.2706473481989167,42.079296919616745,0
88.56240028570824,96.92685004202924,4.895052287873901,46.50489639988436,0
74.27989878419666,100.47093798299164,4.447329409911565,46.64552414394182,0
85.03532897892023,124.11367459599263,5.867499371921925,47.74773390074357,0
78.61636025047635,99.6915916397424,5.431337541867237,36.31667289960824,0
68.54880245394875,104.33775509678088,4.29490751452676,35.196403275086446,0
78.61395605508415,82.31614763052512,4.118195622778289,24.058236747323964,0
90.38036566465968,96.7049582147356,2.767098289631905,45.23219011176937,0
74.64173960890048,109.14289067812902,6.975723164813019,50.82378711323443,0
90.64643655814008,76.66939399238137,5.918408363199059,56.159816799179296,0
48.80254895910255,103.01267639673564,6.835536395590275,43.05172634580508,0
83.21902504375224,101.5118660896721,4.379207727048973,32.33520227091431,0
75.87047068238171,100.6193118338116,3.686329062611139,23.029038567105445,0
72.00992649534132,115.55738347987364,2.8433698667415443,50.41666733083351,0
75.91760776535503,105.01657772272782,5.717835167481319,22.03723433222465,0
55.12431085399108,122.17107847534666,2.9204135509435307,36.59395922256233,0
72.80328112162488,85.09615726608946,8.6973261379331,37.75693172056354,1
78.57112571511746,102.0388685082752,2.384714837813119,39.30544862148981,0
89.77894044741517,101.2670017958492,5.547320238425003,40.3580260003584,0
69.81729781726352,83.9611825936738,8.133709414427573,41.38147556367575,1
66.91506397106812,114.3444250313702,6.198179518527618,15.846367379214705,0
69.98242956415463,134.87009958779225,5.351347424983558,40.14655909870127,1
84.15402117702074,99.74490888274254,3.063032706076209,17.70424425888123,0
78.28751109659684,107.57531632410652,2.236461622864592,47.32218073090995,0
69.70239796232961,101.26777713722991,6.540100217835172,34.44874844196388,0
80.13267433113356,89.29622995139236,8.012294481549894,18.429632747766497,1
75.9707754934804,72.68859583296975,4.122300019043657,31.857953226146243,0
84.68644990532889,89.41339775356953,2.721876984767298,34.29924660815346,0
67.97946906122648,79.12062428572403,0.083661138901963,51.90699617555005,0
71.72337853402232,125.56153117088677,3.0384703126749244,41.96637741750245,0
71.07891846867842,98.27335459115142,4.77268631500192,43.4444494435058,0
60.364850518678814,94.81121006429244,8.198246481673468,51.812216342206014,1
